,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps,route_length,passenger_count,provider,total_price
2071,2071,354863308,291556214,1,1,26,2022-01-01 01:26:00,"[354863308, 307662238, 354863048, 309450366, 307662284, 307662889, 307663269, 297675884, 291556214]",2022-01-01 01:31:07.700,307.7,"{354863308: '2022-01-01 01:26:00', 307662238: '2022-01-01 01:26:38', 354863048: '2022-01-01 01:27:16', 309450366: '2022-01-01 01:27:55', 307662284: '2022-01-01 01:28:33', 307662889: '2022-01-01 01:29:12', 307663269: '2022-01-01 01:29:50', 297675884: '2022-01-01 01:30:29', 291556214: '2022-01-01 01:31:07'}",2527.240433623235,3,1,5.690144652963043
2072,2072,3023405356,306221804,1,3,47,2022-01-01 03:47:00,"[3023405356, 306221804]",2022-01-01 03:47:04.600,4.6,"{3023405356: '2022-01-01 03:47:00', 306221804: '2022-01-01 03:47:04'}",38.0197535047981,1,2,4.450723264815215
2073,2073,306222385,290333400,1,15,32,2022-01-01 15:32:00,"[306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333400]",2022-01-01 15:36:35.200,275.2,"{306222385: '2022-01-01 15:32:00', 306222128: '2022-01-01 15:32:30', 307662242: '2022-01-01 15:33:01', 309450366: '2022-01-01 15:33:31', 307662284: '2022-01-01 15:34:02', 307662889: '2022-01-01 15:34:32', 307663269: '2022-01-01 15:35:03', 304525639: '2022-01-01 15:35:34', 290333444: '2022-01-01 15:36:04', 290333400: '2022-01-01 15:36:35'}",2269.4928430866894,1,2,4.450723264815215
2074,2074,306224552,307664334,1,4,13,2022-01-01 04:13:00,"[306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 307664242, 307664334]",2022-01-01 04:19:18.500,378.5,"{306224552: '2022-01-01 04:13:00', 306225009: '2022-01-01 04:13:22', 306225011: '2022-01-01 04:13:44', 306225115: '2022-01-01 04:14:06', 306221900: '2022-01-01 04:14:29', 306222385: '2022-01-01 04:14:51', 306222128: '2022-01-01 04:15:13', 307662242: '2022-01-01 04:15:35', 309450366: '2022-01-01 04:15:58', 307662284: '2022-01-01 04:16:20', 307662889: '2022-01-01 04:16:42', 307663269: '2022-01-01 04:17:04', 304525639: '2022-01-01 04:17:27', 290333444: '2022-01-01 04:17:49', 290333443: '2022-01-01 04:18:11', 307664257: '2022-01-01 04:18:33', 307664242: '2022-01-01 04:18:56', 307664334: '2022-01-01 04:19:18'}",3096.4462669661816,3,2,4.450723264815215
2075,2075,307662238,309450229,1,21,31,2022-01-01 21:31:00,"[307662238, 354863308, 1633571571, 309450229]",2022-01-01 21:31:29.100,29.1,"{307662238: '2022-01-01 21:31:00', 354863308: '2022-01-01 21:31:09', 1633571571: '2022-01-01 21:31:19', 309450229: '2022-01-01 21:31:29'}",242.21542024457992,4,2,4.450723264815215
2076,2076,306221765,309450340,1,19,0,2022-01-01 19:00:00,"[306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229, 1633571571, 309450340]",2022-01-01 19:01:33.600,93.6,"{306221765: '2022-01-01 19:00:00', 306225000: '2022-01-01 19:00:09', 306221653: '2022-01-01 19:00:18', 306225011: '2022-01-01 19:00:28', 306225115: '2022-01-01 19:00:37', 306221900: '2022-01-01 19:00:46', 306222385: '2022-01-01 19:00:56', 306222128: '2022-01-01 19:01:05', 309450229: '2022-01-01 19:01:14', 1633571571: '2022-01-01 19:01:24', 309450340: '2022-01-01 19:01:33'}",767.5106382107389,4,3,3.3802893059260857
2077,2077,297675884,3023405356,1,0,21,2022-01-01 00:21:00,"[297675884, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 3023405356]",2022-01-01 00:26:36.800,336.8,"{297675884: '2022-01-01 00:21:00', 307663269: '2022-01-01 00:21:21', 307662889: '2022-01-01 00:21:42', 307662284: '2022-01-01 00:22:03', 309450366: '2022-01-01 00:22:24', 307662242: '2022-01-01 00:22:45', 306222128: '2022-01-01 00:23:06', 306222385: '2022-01-01 00:23:27', 306221900: '2022-01-01 00:23:48', 306225115: '2022-01-01 00:24:09', 306225011: '2022-01-01 00:24:30', 306221653: '2022-01-01 00:24:51', 306225000: '2022-01-01 00:25:12', 306221765: '2022-01-01 00:25:33', 306221807: '2022-01-01 00:25:54', 306221802: '2022-01-01 00:26:15', 3023405356: '2022-01-01 00:26:36'}",2779.6409782963233,1,3,3.3802893059260857
2078,2078,306221804,306221653,1,14,8,2022-01-01 14:08:00,"[306221804, 306221802, 306221807, 306221765, 306225000, 306221653]",2022-01-01 14:08:52.400,52.4,"{306221804: '2022-01-01 14:08:00', 306221802: '2022-01-01 14:08:10', 306221807: '2022-01-01 14:08:20', 306221765: '2022-01-01 14:08:31', 306225000: '2022-01-01 14:08:41', 306221653: '2022-01-01 14:08:52'}",434.56340947579633,4,2,4.450723264815215
2079,2079,3023405360,2586413037,1,5,28,2022-01-01 05:28:00,"[3023405360, 306221765, 306225000, 306221653, 306225011, 306225115, 306222676, 306221941, 2586413037]",2022-01-01 05:29:33.400,93.4,"{3023405360: '2022-01-01 05:28:00', 306221765: '2022-01-01 05:28:11', 306225000: '2022-01-01 05:28:23', 306221653: '2022-01-01 05:28:35', 306225011: '2022-01-01 05:28:46', 306225115: '2022-01-01 05:28:58', 306222676: '2022-01-01 05:29:10', 306221941: '2022-01-01 05:29:21', 2586413037: '2022-01-01 05:29:33'}",736.6157363357048,4,3,3.3802893059260857
2080,2080,307662242,306219024,1,15,13,2022-01-01 15:13:00,"[307662242, 306222128, 309450229, 306226719, 306222462, 306218723, 306219024]",2022-01-01 15:17:08.100,248.1,"{307662242: '2022-01-01 15:13:00', 306222128: '2022-01-01 15:13:41', 309450229: '2022-01-01 15:14:22', 306226719: '2022-01-01 15:15:04', 306222462: '2022-01-01 15:15:45', 306218723: '2022-01-01 15:16:26', 306219024: '2022-01-01 15:17:08'}",1999.6190760990776,4,2,4.450723264815215
2081,2081,306224552,306222128,1,3,19,2022-01-01 03:19:00,"[306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128]",2022-01-01 03:20:09.800,69.8,"{306224552: '2022-01-01 03:19:00', 306225009: '2022-01-01 03:19:11', 306225011: '2022-01-01 03:19:23', 306225115: '2022-01-01 03:19:34', 306221900: '2022-01-01 03:19:46', 306222385: '2022-01-01 03:19:58', 306222128: '2022-01-01 03:20:09'}",574.5312707096857,1,2,4.450723264815215
2082,2082,304525639,290333444,1,12,34,2022-01-01 12:34:00,"[304525639, 290333444]",2022-01-01 12:34:22.500,22.5,"{304525639: '2022-01-01 12:34:00', 290333444: '2022-01-01 12:34:22'}",183.72936227547794,2,1,5.690144652963043
2083,2083,306221960,354863308,1,1,2,2022-01-01 01:02:00,"[306221960, 306221900, 306222385, 306222128, 309450229, 1633571571, 354863308]",2022-01-01 01:02:40.400,40.4,"{306221960: '2022-01-01 01:02:00', 306221900: '2022-01-01 01:02:06', 306222385: '2022-01-01 01:02:13', 306222128: '2022-01-01 01:02:20', 309450229: '2022-01-01 01:02:26', 1633571571: '2022-01-01 01:02:33', 354863308: '2022-01-01 01:02:40'}",335.9553273460598,2,1,5.690144652963043
2084,2084,306222385,7756059834,1,11,31,2022-01-01 11:31:00,"[306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836, 7756059834]",2022-01-01 11:32:18.300,78.3,"{306222385: '2022-01-01 11:31:00', 306222128: '2022-01-01 11:31:08', 307662242: '2022-01-01 11:31:17', 309450366: '2022-01-01 11:31:26', 307662284: '2022-01-01 11:31:34', 307661801: '2022-01-01 11:31:43', 307662149: '2022-01-01 11:31:52', 7756059845: '2022-01-01 11:32:00', 7756059836: '2022-01-01 11:32:09', 7756059834: '2022-01-01 11:32:18'}",645.1755263327996,4,1,5.690144652963043
2085,2085,354863048,7756059834,1,17,11,2022-01-01 17:11:00,"[354863048, 307662198, 307661801, 307662149, 7756059845, 7756059836, 7756059834]",2022-01-01 17:11:47.100,47.1,"{354863048: '2022-01-01 17:11:00', 307662198: '2022-01-01 17:11:07', 307661801: '2022-01-01 17:11:15', 307662149: '2022-01-01 17:11:23', 7756059845: '2022-01-01 17:11:31', 7756059836: '2022-01-01 17:11:39', 7756059834: '2022-01-01 17:11:47'}",356.5142853859408,2,1,5.690144652963043
2086,2086,306226719,306222128,1,11,7,2022-01-01 11:07:00,"[306226719, 309450229, 306222128]",2022-01-01 11:07:12.300,12.3,"{306226719: '2022-01-01 11:07:00', 309450229: '2022-01-01 11:07:06', 306222128: '2022-01-01 11:07:12'}",99.85656126898719,4,3,3.3802893059260857
2087,2087,307664257,304525639,1,2,47,2022-01-01 02:47:00,"[307664257, 290333443, 290333444, 304525639]",2022-01-01 02:47:30.200,30.2,"{307664257: '2022-01-01 02:47:00', 290333443: '2022-01-01 02:47:10', 290333444: '2022-01-01 02:47:20', 304525639: '2022-01-01 02:47:30'}",248.24310038929457,1,3,3.3802893059260857
2088,2088,308304288,307661801,1,11,0,2022-01-01 11:00:00,"[308304288, 308304289, 306221804, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801]",2022-01-01 11:02:50.000,170.0,"{308304288: '2022-01-01 11:00:00', 308304289: '2022-01-01 11:00:10', 306221804: '2022-01-01 11:00:21', 306221802: '2022-01-01 11:00:31', 306221807: '2022-01-01 11:00:42', 306221765: '2022-01-01 11:00:53', 306225000: '2022-01-01 11:01:03', 306221653: '2022-01-01 11:01:14', 306225011: '2022-01-01 11:01:25', 306225115: '2022-01-01 11:01:35', 306221900: '2022-01-01 11:01:46', 306222385: '2022-01-01 11:01:56', 306222128: '2022-01-01 11:02:07', 307662242: '2022-01-01 11:02:18', 309450366: '2022-01-01 11:02:28', 307662284: '2022-01-01 11:02:39', 307661801: '2022-01-01 11:02:50'}",1399.5253433159244,3,3,3.3802893059260857
2089,2089,306221804,309441548,1,5,31,2022-01-01 05:31:00,"[306221804, 3023405356, 306221950, 309441547, 309441548]",2022-01-01 05:32:48.000,108.0,"{306221804: '2022-01-01 05:31:00', 3023405356: '2022-01-01 05:31:27', 306221950: '2022-01-01 05:31:54', 309441547: '2022-01-01 05:32:21', 309441548: '2022-01-01 05:32:48'}",896.7568080815092,1,3,3.3802893059260857
2090,2090,309450366,306221802,1,8,20,2022-01-01 08:20:00,"[309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802]",2022-01-01 08:21:55.000,115.0,"{309450366: '2022-01-01 08:20:00', 307662242: '2022-01-01 08:20:10', 306222128: '2022-01-01 08:20:20', 306222385: '2022-01-01 08:20:31', 306221900: '2022-01-01 08:20:41', 306225115: '2022-01-01 08:20:52', 306225011: '2022-01-01 08:21:02', 306221653: '2022-01-01 08:21:13', 306225000: '2022-01-01 08:21:23', 306221765: '2022-01-01 08:21:34', 306221807: '2022-01-01 08:21:44', 306221802: '2022-01-01 08:21:55'}",943.23900047425,3,3,3.3802893059260857
2091,2091,7756059836,307662238,1,15,29,2022-01-01 15:29:00,"[7756059836, 7756059845, 307662149, 307661801, 307662198, 354863048, 307662238]",2022-01-01 15:29:52.100,52.1,"{7756059836: '2022-01-01 15:29:00', 7756059845: '2022-01-01 15:29:08', 307662149: '2022-01-01 15:29:17', 307661801: '2022-01-01 15:29:26', 307662198: '2022-01-01 15:29:34', 354863048: '2022-01-01 15:29:43', 307662238: '2022-01-01 15:29:52'}",381.7078788185969,1,3,3.3802893059260857
2092,2092,307664242,290333444,1,1,24,2022-01-01 01:24:00,"[307664242, 307664257, 290333443, 290333444]",2022-01-01 01:24:43.700,43.7,"{307664242: '2022-01-01 01:24:00', 307664257: '2022-01-01 01:24:14', 290333443: '2022-01-01 01:24:29', 290333444: '2022-01-01 01:24:43'}",336.86831052527134,3,1,5.690144652963043
2093,2093,306226719,307662242,1,21,47,2022-01-01 21:47:00,"[306226719, 309450229, 306222128, 307662242]",2022-01-01 21:47:21.700,21.7,"{306226719: '2022-01-01 21:47:00', 309450229: '2022-01-01 21:47:07', 306222128: '2022-01-01 21:47:14', 307662242: '2022-01-01 21:47:21'}",176.60578938600585,3,2,4.450723264815215
2094,2094,306218723,280324476,1,20,57,2022-01-01 20:57:00,"[306218723, 306222462, 306226719, 309450229, 306222128, 307662242, 309450366, 307662284, 307662889, 280324485, 280324476]",2022-01-01 21:04:00.900,420.9,"{306218723: '2022-01-01 20:57:00', 306222462: '2022-01-01 20:57:42', 306226719: '2022-01-01 20:58:24', 309450229: '2022-01-01 20:59:06', 306222128: '2022-01-01 20:59:48', 307662242: '2022-01-01 21:00:30', 309450366: '2022-01-01 21:01:12', 307662284: '2022-01-01 21:01:54', 307662889: '2022-01-01 21:02:36', 280324485: '2022-01-01 21:03:18', 280324476: '2022-01-01 21:04:00'}",3419.3274536674694,2,3,3.3802893059260857
2095,2095,309450344,306221671,1,2,5,2022-01-01 02:05:00,"[309450344, 309450340, 1633571571, 309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221671]",2022-01-01 02:07:03.900,123.9,"{309450344: '2022-01-01 02:05:00', 309450340: '2022-01-01 02:05:08', 1633571571: '2022-01-01 02:05:17', 309450229: '2022-01-01 02:05:26', 306222128: '2022-01-01 02:05:35', 306222385: '2022-01-01 02:05:44', 306221900: '2022-01-01 02:05:53', 306225115: '2022-01-01 02:06:01', 306225011: '2022-01-01 02:06:10', 306225009: '2022-01-01 02:06:19', 306224552: '2022-01-01 02:06:28', 306225000: '2022-01-01 02:06:37', 306221765: '2022-01-01 02:06:46', 306221807: '2022-01-01 02:06:55', 306221671: '2022-01-01 02:07:03'}",1021.3627392732085,1,1,5.690144652963043
2096,2096,306218723,306221653,1,9,23,2022-01-01 09:23:00,"[306218723, 306222462, 306224552, 306225000, 306221653]",2022-01-01 09:25:06.400,126.4,"{306218723: '2022-01-01 09:23:00', 306222462: '2022-01-01 09:23:31', 306224552: '2022-01-01 09:24:03', 306225000: '2022-01-01 09:24:34', 306221653: '2022-01-01 09:25:06'}",996.6302062825484,3,2,4.450723264815215
2097,2097,309441547,306221900,1,14,39,2022-01-01 14:39:00,"[309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900]",2022-01-01 14:40:24.200,84.2,"{309441547: '2022-01-01 14:39:00', 306221950: '2022-01-01 14:39:14', 399384843: '2022-01-01 14:39:28', 306221941: '2022-01-01 14:39:42', 306222676: '2022-01-01 14:39:56', 306221960: '2022-01-01 14:40:10', 306221900: '2022-01-01 14:40:24'}",695.1517669747815,4,1,5.690144652963043
2098,2098,306226719,2586413037,1,1,13,2022-01-01 01:13:00,"[306226719, 309450229, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 2586413037]",2022-01-01 01:13:57.000,57.0,"{306226719: '2022-01-01 01:13:00', 309450229: '2022-01-01 01:13:07', 306222128: '2022-01-01 01:13:14', 306222385: '2022-01-01 01:13:21', 306221900: '2022-01-01 01:13:28', 306221960: '2022-01-01 01:13:35', 306222676: '2022-01-01 01:13:42', 306221941: '2022-01-01 01:13:49', 2586413037: '2022-01-01 01:13:57'}",452.9872267633947,4,1,5.690144652963043
2099,2099,3023405356,307662198,1,7,4,2022-01-01 07:04:00,"[3023405356, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662198]",2022-01-01 07:06:25.200,145.2,"{3023405356: '2022-01-01 07:04:00', 306221802: '2022-01-01 07:04:09', 306221807: '2022-01-01 07:04:19', 306221765: '2022-01-01 07:04:29', 306225000: '2022-01-01 07:04:38', 306221653: '2022-01-01 07:04:48', 306225011: '2022-01-01 07:04:58', 306225115: '2022-01-01 07:05:07', 306221900: '2022-01-01 07:05:17', 306222385: '2022-01-01 07:05:27', 306222128: '2022-01-01 07:05:36', 307662242: '2022-01-01 07:05:46', 309450366: '2022-01-01 07:05:56', 307662284: '2022-01-01 07:06:05', 307661801: '2022-01-01 07:06:15', 307662198: '2022-01-01 07:06:25'}",1193.6330636354598,1,1,5.690144652963043
2100,2100,307662198,7756059845,1,9,25,2022-01-01 09:25:00,"[307662198, 307661801, 307662149, 7756059845]",2022-01-01 09:25:23.300,23.3,"{307662198: '2022-01-01 09:25:00', 307661801: '2022-01-01 09:25:07', 307662149: '2022-01-01 09:25:15', 7756059845: '2022-01-01 09:25:23'}",193.48194247147796,1,2,4.450723264815215
2101,2101,307664242,290333444,1,7,30,2022-01-01 07:30:00,"[307664242, 307664257, 290333443, 290333444]",2022-01-01 07:30:43.700,43.7,"{307664242: '2022-01-01 07:30:00', 307664257: '2022-01-01 07:30:14', 290333443: '2022-01-01 07:30:29', 290333444: '2022-01-01 07:30:43'}",336.86831052527134,4,3,3.3802893059260857
2102,2102,280430536,306221671,1,5,14,2022-01-01 05:14:00,"[280430536, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221671]",2022-01-01 05:16:36.600,156.6,"{280430536: '2022-01-01 05:14:00', 307661801: '2022-01-01 05:14:10', 307662284: '2022-01-01 05:14:20', 309450366: '2022-01-01 05:14:31', 307662242: '2022-01-01 05:14:41', 306222128: '2022-01-01 05:14:52', 306222385: '2022-01-01 05:15:02', 306221900: '2022-01-01 05:15:13', 306225115: '2022-01-01 05:15:23', 306225011: '2022-01-01 05:15:33', 306225009: '2022-01-01 05:15:44', 306224552: '2022-01-01 05:15:54', 306225000: '2022-01-01 05:16:05', 306221765: '2022-01-01 05:16:15', 306221807: '2022-01-01 05:16:26', 306221671: '2022-01-01 05:16:36'}",1290.8921575647237,3,1,5.690144652963043
2103,2103,280324491,307661801,1,4,48,2022-01-01 04:48:00,"[280324491, 280324485, 307662889, 307662284, 307661801]",2022-01-01 04:52:02.700,242.7,"{280324491: '2022-01-01 04:48:00', 280324485: '2022-01-01 04:49:00', 307662889: '2022-01-01 04:50:01', 307662284: '2022-01-01 04:51:02', 307661801: '2022-01-01 04:52:02'}",1999.7394109900595,4,3,3.3802893059260857
2104,2104,354863308,309441547,1,5,51,2022-01-01 05:51:00,"[354863308, 1633571571, 309450229, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950, 309441547]",2022-01-01 05:53:04.100,124.1,"{354863308: '2022-01-01 05:51:00', 1633571571: '2022-01-01 05:51:11', 309450229: '2022-01-01 05:51:22', 306222128: '2022-01-01 05:51:33', 306222385: '2022-01-01 05:51:45', 306221900: '2022-01-01 05:51:56', 306221960: '2022-01-01 05:52:07', 306222676: '2022-01-01 05:52:18', 306221941: '2022-01-01 05:52:30', 399384843: '2022-01-01 05:52:41', 306221950: '2022-01-01 05:52:52', 309441547: '2022-01-01 05:53:04'}",1026.681366394873,4,3,3.3802893059260857
2105,2105,7756059834,306222383,1,19,48,2022-01-01 19:48:00,"[7756059834, 7756059836, 7756059845, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306222383]",2022-01-01 19:49:27.500,87.5,"{7756059834: '2022-01-01 19:48:00', 7756059836: '2022-01-01 19:48:08', 7756059845: '2022-01-01 19:48:17', 307662149: '2022-01-01 19:48:26', 307661801: '2022-01-01 19:48:35', 307662284: '2022-01-01 19:48:43', 309450366: '2022-01-01 19:48:52', 307662242: '2022-01-01 19:49:01', 306222128: '2022-01-01 19:49:10', 306222385: '2022-01-01 19:49:18', 306222383: '2022-01-01 19:49:27'}",717.2190116370907,3,3,3.3802893059260857
2106,2106,307664334,307662284,1,15,39,2022-01-01 15:39:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284]",2022-01-01 15:43:38.400,278.4,"{307664334: '2022-01-01 15:39:00', 307664242: '2022-01-01 15:39:34', 307664257: '2022-01-01 15:40:09', 290333443: '2022-01-01 15:40:44', 290333444: '2022-01-01 15:41:19', 304525639: '2022-01-01 15:41:54', 307663269: '2022-01-01 15:42:28', 307662889: '2022-01-01 15:43:03', 307662284: '2022-01-01 15:43:38'}",2271.120331767611,2,1,5.690144652963043
2107,2107,309450229,306225000,1,1,34,2022-01-01 01:34:00,"[309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000]",2022-01-01 01:35:12.300,72.3,"{309450229: '2022-01-01 01:34:00', 306222128: '2022-01-01 01:34:09', 306222385: '2022-01-01 01:34:18', 306221900: '2022-01-01 01:34:27', 306225115: '2022-01-01 01:34:36', 306225011: '2022-01-01 01:34:45', 306225009: '2022-01-01 01:34:54', 306224552: '2022-01-01 01:35:03', 306225000: '2022-01-01 01:35:12'}",595.0678092636252,4,3,3.3802893059260857
2108,2108,306224552,7756059836,1,6,49,2022-01-01 06:49:00,"[306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 06:51:08.700,128.7,"{306224552: '2022-01-01 06:49:00', 306225009: '2022-01-01 06:49:09', 306225011: '2022-01-01 06:49:19', 306225115: '2022-01-01 06:49:29', 306221900: '2022-01-01 06:49:39', 306222385: '2022-01-01 06:49:49', 306222128: '2022-01-01 06:49:59', 307662242: '2022-01-01 06:50:09', 309450366: '2022-01-01 06:50:19', 307662284: '2022-01-01 06:50:29', 307661801: '2022-01-01 06:50:39', 307662149: '2022-01-01 06:50:48', 7756059845: '2022-01-01 06:50:58', 7756059836: '2022-01-01 06:51:08'}",1058.9057761215502,4,1,5.690144652963043
