,Pickup Square,Dropoff Square,Pickup Time,Pickup Hour,Pickup Minute,Pickup Weekday,Pickup Coordinates,Dropoff Coordinates,Manhattan Distance,Paths,Path Timestamp
4122,11,42,2021-01-01 12:56:00,0,56,6,"(1, 1)","(2, 4)",4,"[[1, 1], [2, 1], [2, 2], [2, 3], [2, 4]]","{(1, 1): '2021-01-01 12:56:00', (2, 1): '2021-01-01 12:57:00', (2, 2): '2021-01-01 12:58:00', (2, 3): '2021-01-01 12:59:00', (2, 4): '2021-01-01 13:00:00'}"
4123,5,33,2021-01-01 19:04:00,7,4,3,"(5, 0)","(3, 3)",5,"[[5, 0], [4, 0], [3, 0], [3, 1], [3, 2], [3, 3]]","{(5, 0): '2021-01-01 19:04:00', (4, 0): '2021-01-01 19:05:00', (3, 0): '2021-01-01 19:06:00', (3, 1): '2021-01-01 19:07:00', (3, 2): '2021-01-01 19:08:00', (3, 3): '2021-01-01 19:09:00'}"
4124,98,18,2021-01-02 06:37:00,18,37,4,"(8, 9)","(8, 1)",8,"[[8, 9], [8, 8], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3], [8, 2], [8, 1]]","{(8, 9): '2021-01-02 06:37:00', (8, 8): '2021-01-02 06:38:00', (8, 7): '2021-01-02 06:39:00', (8, 6): '2021-01-02 06:40:00', (8, 5): '2021-01-02 06:41:00', (8, 4): '2021-01-02 06:42:00', (8, 3): '2021-01-02 06:43:00', (8, 2): '2021-01-02 06:44:00', (8, 1): '2021-01-02 06:45:00'}"
4125,14,61,2021-01-01 14:26:00,2,26,2,"(4, 1)","(1, 6)",8,"[[4, 1], [3, 1], [2, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]","{(4, 1): '2021-01-01 14:26:00', (3, 1): '2021-01-01 14:27:00', (2, 1): '2021-01-01 14:28:00', (1, 1): '2021-01-01 14:29:00', (1, 2): '2021-01-01 14:30:00', (1, 3): '2021-01-01 14:31:00', (1, 4): '2021-01-01 14:32:00', (1, 5): '2021-01-01 14:33:00', (1, 6): '2021-01-01 14:34:00'}"
4126,96,44,2021-01-02 10:43:00,22,43,1,"(6, 9)","(4, 4)",7,"[[6, 9], [5, 9], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4]]","{(6, 9): '2021-01-02 10:43:00', (5, 9): '2021-01-02 10:44:00', (4, 9): '2021-01-02 10:45:00', (4, 8): '2021-01-02 10:46:00', (4, 7): '2021-01-02 10:47:00', (4, 6): '2021-01-02 10:48:00', (4, 5): '2021-01-02 10:49:00', (4, 4): '2021-01-02 10:50:00'}"
4127,11,17,2021-01-01 20:47:00,8,47,1,"(1, 1)","(7, 1)",6,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]","{(1, 1): '2021-01-01 20:47:00', (2, 1): '2021-01-01 20:48:00', (3, 1): '2021-01-01 20:49:00', (4, 1): '2021-01-01 20:50:00', (5, 1): '2021-01-01 20:51:00', (6, 1): '2021-01-01 20:52:00', (7, 1): '2021-01-01 20:53:00'}"
4128,82,5,2021-01-02 01:31:00,13,31,1,"(2, 8)","(5, 0)",11,"[[2, 8], [3, 8], [4, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1], [5, 0]]","{(2, 8): '2021-01-02 01:31:00', (3, 8): '2021-01-02 01:32:00', (4, 8): '2021-01-02 01:33:00', (5, 8): '2021-01-02 01:34:00', (5, 7): '2021-01-02 01:35:00', (5, 6): '2021-01-02 01:36:00', (5, 5): '2021-01-02 01:37:00', (5, 4): '2021-01-02 01:38:00', (5, 3): '2021-01-02 01:39:00', (5, 2): '2021-01-02 01:40:00', (5, 1): '2021-01-02 01:41:00', (5, 0): '2021-01-02 01:42:00'}"
4129,25,74,2021-01-02 00:39:00,12,39,0,"(5, 2)","(4, 7)",6,"[[5, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7]]","{(5, 2): '2021-01-02 00:39:00', (4, 2): '2021-01-02 00:40:00', (4, 3): '2021-01-02 00:41:00', (4, 4): '2021-01-02 00:42:00', (4, 5): '2021-01-02 00:43:00', (4, 6): '2021-01-02 00:44:00', (4, 7): '2021-01-02 00:45:00'}"
4130,90,5,2021-01-02 08:37:00,20,37,3,"(0, 9)","(5, 0)",14,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1], [5, 0]]","{(0, 9): '2021-01-02 08:37:00', (1, 9): '2021-01-02 08:38:00', (2, 9): '2021-01-02 08:39:00', (3, 9): '2021-01-02 08:40:00', (4, 9): '2021-01-02 08:41:00', (5, 9): '2021-01-02 08:42:00', (5, 8): '2021-01-02 08:43:00', (5, 7): '2021-01-02 08:44:00', (5, 6): '2021-01-02 08:45:00', (5, 5): '2021-01-02 08:46:00', (5, 4): '2021-01-02 08:47:00', (5, 3): '2021-01-02 08:48:00', (5, 2): '2021-01-02 08:49:00', (5, 1): '2021-01-02 08:50:00', (5, 0): '2021-01-02 08:51:00'}"
4131,63,55,2021-01-01 14:45:00,2,45,3,"(3, 6)","(5, 5)",3,"[[3, 6], [4, 6], [5, 6], [5, 5]]","{(3, 6): '2021-01-01 14:45:00', (4, 6): '2021-01-01 14:46:00', (5, 6): '2021-01-01 14:47:00', (5, 5): '2021-01-01 14:48:00'}"
4132,54,30,2021-01-01 19:52:00,7,52,4,"(4, 5)","(0, 3)",6,"[[4, 5], [3, 5], [2, 5], [1, 5], [0, 5], [0, 4], [0, 3]]","{(4, 5): '2021-01-01 19:52:00', (3, 5): '2021-01-01 19:53:00', (2, 5): '2021-01-01 19:54:00', (1, 5): '2021-01-01 19:55:00', (0, 5): '2021-01-01 19:56:00', (0, 4): '2021-01-01 19:57:00', (0, 3): '2021-01-01 19:58:00'}"
4133,1,84,2021-01-02 06:48:00,18,48,4,"(1, 0)","(4, 8)",11,"[[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8]]","{(1, 0): '2021-01-02 06:48:00', (2, 0): '2021-01-02 06:49:00', (3, 0): '2021-01-02 06:50:00', (4, 0): '2021-01-02 06:51:00', (4, 1): '2021-01-02 06:52:00', (4, 2): '2021-01-02 06:53:00', (4, 3): '2021-01-02 06:54:00', (4, 4): '2021-01-02 06:55:00', (4, 5): '2021-01-02 06:56:00', (4, 6): '2021-01-02 06:57:00', (4, 7): '2021-01-02 06:58:00', (4, 8): '2021-01-02 06:59:00'}"
4134,20,77,2021-01-02 05:29:00,17,29,2,"(0, 2)","(7, 7)",12,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7]]","{(0, 2): '2021-01-02 05:29:00', (1, 2): '2021-01-02 05:30:00', (2, 2): '2021-01-02 05:31:00', (3, 2): '2021-01-02 05:32:00', (4, 2): '2021-01-02 05:33:00', (5, 2): '2021-01-02 05:34:00', (6, 2): '2021-01-02 05:35:00', (7, 2): '2021-01-02 05:36:00', (7, 3): '2021-01-02 05:37:00', (7, 4): '2021-01-02 05:38:00', (7, 5): '2021-01-02 05:39:00', (7, 6): '2021-01-02 05:40:00', (7, 7): '2021-01-02 05:41:00'}"
4135,82,90,2021-01-01 13:22:00,1,22,0,"(2, 8)","(0, 9)",3,"[[2, 8], [1, 8], [0, 8], [0, 9]]","{(2, 8): '2021-01-01 13:22:00', (1, 8): '2021-01-01 13:23:00', (0, 8): '2021-01-01 13:24:00', (0, 9): '2021-01-01 13:25:00'}"
4136,39,6,2021-01-01 13:45:00,1,45,0,"(9, 3)","(6, 0)",6,"[[9, 3], [8, 3], [7, 3], [6, 3], [6, 2], [6, 1], [6, 0]]","{(9, 3): '2021-01-01 13:45:00', (8, 3): '2021-01-01 13:46:00', (7, 3): '2021-01-01 13:47:00', (6, 3): '2021-01-01 13:48:00', (6, 2): '2021-01-01 13:49:00', (6, 1): '2021-01-01 13:50:00', (6, 0): '2021-01-01 13:51:00'}"
4137,67,65,2021-01-02 09:39:00,21,39,3,"(7, 6)","(5, 6)",2,"[[7, 6], [6, 6], [5, 6]]","{(7, 6): '2021-01-02 09:39:00', (6, 6): '2021-01-02 09:40:00', (5, 6): '2021-01-02 09:41:00'}"
4138,99,11,2021-01-02 05:31:00,17,31,4,"(9, 9)","(1, 1)",16,"[[9, 9], [8, 9], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4], [1, 3], [1, 2], [1, 1]]","{(9, 9): '2021-01-02 05:31:00', (8, 9): '2021-01-02 05:32:00', (7, 9): '2021-01-02 05:33:00', (6, 9): '2021-01-02 05:34:00', (5, 9): '2021-01-02 05:35:00', (4, 9): '2021-01-02 05:36:00', (3, 9): '2021-01-02 05:37:00', (2, 9): '2021-01-02 05:38:00', (1, 9): '2021-01-02 05:39:00', (1, 8): '2021-01-02 05:40:00', (1, 7): '2021-01-02 05:41:00', (1, 6): '2021-01-02 05:42:00', (1, 5): '2021-01-02 05:43:00', (1, 4): '2021-01-02 05:44:00', (1, 3): '2021-01-02 05:45:00', (1, 2): '2021-01-02 05:46:00', (1, 1): '2021-01-02 05:47:00'}"
4139,49,38,2021-01-02 04:43:00,16,43,6,"(9, 4)","(8, 3)",2,"[[9, 4], [8, 4], [8, 3]]","{(9, 4): '2021-01-02 04:43:00', (8, 4): '2021-01-02 04:44:00', (8, 3): '2021-01-02 04:45:00'}"
4140,30,86,2021-01-01 18:50:00,6,50,1,"(0, 3)","(6, 8)",11,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8]]","{(0, 3): '2021-01-01 18:50:00', (1, 3): '2021-01-01 18:51:00', (2, 3): '2021-01-01 18:52:00', (3, 3): '2021-01-01 18:53:00', (4, 3): '2021-01-01 18:54:00', (5, 3): '2021-01-01 18:55:00', (6, 3): '2021-01-01 18:56:00', (6, 4): '2021-01-01 18:57:00', (6, 5): '2021-01-01 18:58:00', (6, 6): '2021-01-01 18:59:00', (6, 7): '2021-01-01 19:00:00', (6, 8): '2021-01-01 19:01:00'}"
4141,54,41,2021-01-01 22:04:00,10,4,0,"(4, 5)","(1, 4)",4,"[[4, 5], [3, 5], [2, 5], [1, 5], [1, 4]]","{(4, 5): '2021-01-01 22:04:00', (3, 5): '2021-01-01 22:05:00', (2, 5): '2021-01-01 22:06:00', (1, 5): '2021-01-01 22:07:00', (1, 4): '2021-01-01 22:08:00'}"
4142,72,88,2021-01-02 09:09:00,21,9,0,"(2, 7)","(8, 8)",7,"[[2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8]]","{(2, 7): '2021-01-02 09:09:00', (3, 7): '2021-01-02 09:10:00', (4, 7): '2021-01-02 09:11:00', (5, 7): '2021-01-02 09:12:00', (6, 7): '2021-01-02 09:13:00', (7, 7): '2021-01-02 09:14:00', (8, 7): '2021-01-02 09:15:00', (8, 8): '2021-01-02 09:16:00'}"
4143,5,1,2021-01-02 04:02:00,16,2,4,"(5, 0)","(1, 0)",4,"[[5, 0], [4, 0], [3, 0], [2, 0], [1, 0]]","{(5, 0): '2021-01-02 04:02:00', (4, 0): '2021-01-02 04:03:00', (3, 0): '2021-01-02 04:04:00', (2, 0): '2021-01-02 04:05:00', (1, 0): '2021-01-02 04:06:00'}"
4144,76,35,2021-01-02 01:10:00,13,10,6,"(6, 7)","(5, 3)",5,"[[6, 7], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3]]","{(6, 7): '2021-01-02 01:10:00', (5, 7): '2021-01-02 01:11:00', (5, 6): '2021-01-02 01:12:00', (5, 5): '2021-01-02 01:13:00', (5, 4): '2021-01-02 01:14:00', (5, 3): '2021-01-02 01:15:00'}"
4145,96,31,2021-01-02 02:29:00,14,29,4,"(6, 9)","(1, 3)",11,"[[6, 9], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4], [1, 3]]","{(6, 9): '2021-01-02 02:29:00', (5, 9): '2021-01-02 02:30:00', (4, 9): '2021-01-02 02:31:00', (3, 9): '2021-01-02 02:32:00', (2, 9): '2021-01-02 02:33:00', (1, 9): '2021-01-02 02:34:00', (1, 8): '2021-01-02 02:35:00', (1, 7): '2021-01-02 02:36:00', (1, 6): '2021-01-02 02:37:00', (1, 5): '2021-01-02 02:38:00', (1, 4): '2021-01-02 02:39:00', (1, 3): '2021-01-02 02:40:00'}"
4146,86,11,2021-01-02 01:07:00,13,7,3,"(6, 8)","(1, 1)",12,"[[6, 8], [5, 8], [4, 8], [3, 8], [2, 8], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4], [1, 3], [1, 2], [1, 1]]","{(6, 8): '2021-01-02 01:07:00', (5, 8): '2021-01-02 01:08:00', (4, 8): '2021-01-02 01:09:00', (3, 8): '2021-01-02 01:10:00', (2, 8): '2021-01-02 01:11:00', (1, 8): '2021-01-02 01:12:00', (1, 7): '2021-01-02 01:13:00', (1, 6): '2021-01-02 01:14:00', (1, 5): '2021-01-02 01:15:00', (1, 4): '2021-01-02 01:16:00', (1, 3): '2021-01-02 01:17:00', (1, 2): '2021-01-02 01:18:00', (1, 1): '2021-01-02 01:19:00'}"
4147,77,24,2021-01-02 00:41:00,12,41,2,"(7, 7)","(4, 2)",8,"[[7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3], [4, 2]]","{(7, 7): '2021-01-02 00:41:00', (6, 7): '2021-01-02 00:42:00', (5, 7): '2021-01-02 00:43:00', (4, 7): '2021-01-02 00:44:00', (4, 6): '2021-01-02 00:45:00', (4, 5): '2021-01-02 00:46:00', (4, 4): '2021-01-02 00:47:00', (4, 3): '2021-01-02 00:48:00', (4, 2): '2021-01-02 00:49:00'}"
4148,32,65,2021-01-01 21:45:00,9,45,1,"(2, 3)","(5, 6)",6,"[[2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [5, 5], [5, 6]]","{(2, 3): '2021-01-01 21:45:00', (3, 3): '2021-01-01 21:46:00', (4, 3): '2021-01-01 21:47:00', (5, 3): '2021-01-01 21:48:00', (5, 4): '2021-01-01 21:49:00', (5, 5): '2021-01-01 21:50:00', (5, 6): '2021-01-01 21:51:00'}"
4149,3,50,2021-01-01 16:47:00,4,47,3,"(3, 0)","(0, 5)",8,"[[3, 0], [2, 0], [1, 0], [0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5]]","{(3, 0): '2021-01-01 16:47:00', (2, 0): '2021-01-01 16:48:00', (1, 0): '2021-01-01 16:49:00', (0, 0): '2021-01-01 16:50:00', (0, 1): '2021-01-01 16:51:00', (0, 2): '2021-01-01 16:52:00', (0, 3): '2021-01-01 16:53:00', (0, 4): '2021-01-01 16:54:00', (0, 5): '2021-01-01 16:55:00'}"
4150,19,6,2021-01-01 15:41:00,3,41,5,"(9, 1)","(6, 0)",4,"[[9, 1], [8, 1], [7, 1], [6, 1], [6, 0]]","{(9, 1): '2021-01-01 15:41:00', (8, 1): '2021-01-01 15:42:00', (7, 1): '2021-01-01 15:43:00', (6, 1): '2021-01-01 15:44:00', (6, 0): '2021-01-01 15:45:00'}"
4151,27,15,2021-01-02 07:47:00,19,47,3,"(7, 2)","(5, 1)",3,"[[7, 2], [6, 2], [5, 2], [5, 1]]","{(7, 2): '2021-01-02 07:47:00', (6, 2): '2021-01-02 07:48:00', (5, 2): '2021-01-02 07:49:00', (5, 1): '2021-01-02 07:50:00'}"
4152,20,9,2021-01-01 12:09:00,0,9,3,"(0, 2)","(9, 0)",11,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [9, 1], [9, 0]]","{(0, 2): '2021-01-01 12:09:00', (1, 2): '2021-01-01 12:10:00', (2, 2): '2021-01-01 12:11:00', (3, 2): '2021-01-01 12:12:00', (4, 2): '2021-01-01 12:13:00', (5, 2): '2021-01-01 12:14:00', (6, 2): '2021-01-01 12:15:00', (7, 2): '2021-01-01 12:16:00', (8, 2): '2021-01-01 12:17:00', (9, 2): '2021-01-01 12:18:00', (9, 1): '2021-01-01 12:19:00', (9, 0): '2021-01-01 12:20:00'}"
4153,44,82,2021-01-02 05:33:00,17,33,3,"(4, 4)","(2, 8)",6,"[[4, 4], [3, 4], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8]]","{(4, 4): '2021-01-02 05:33:00', (3, 4): '2021-01-02 05:34:00', (2, 4): '2021-01-02 05:35:00', (2, 5): '2021-01-02 05:36:00', (2, 6): '2021-01-02 05:37:00', (2, 7): '2021-01-02 05:38:00', (2, 8): '2021-01-02 05:39:00'}"
4154,99,63,2021-01-02 05:11:00,17,11,4,"(9, 9)","(3, 6)",9,"[[9, 9], [8, 9], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [3, 8], [3, 7], [3, 6]]","{(9, 9): '2021-01-02 05:11:00', (8, 9): '2021-01-02 05:12:00', (7, 9): '2021-01-02 05:13:00', (6, 9): '2021-01-02 05:14:00', (5, 9): '2021-01-02 05:15:00', (4, 9): '2021-01-02 05:16:00', (3, 9): '2021-01-02 05:17:00', (3, 8): '2021-01-02 05:18:00', (3, 7): '2021-01-02 05:19:00', (3, 6): '2021-01-02 05:20:00'}"
4155,68,26,2021-01-01 14:24:00,2,24,2,"(8, 6)","(6, 2)",6,"[[8, 6], [7, 6], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2]]","{(8, 6): '2021-01-01 14:24:00', (7, 6): '2021-01-01 14:25:00', (6, 6): '2021-01-01 14:26:00', (6, 5): '2021-01-01 14:27:00', (6, 4): '2021-01-01 14:28:00', (6, 3): '2021-01-01 14:29:00', (6, 2): '2021-01-01 14:30:00'}"
4156,43,81,2021-01-02 06:19:00,18,19,5,"(3, 4)","(1, 8)",6,"[[3, 4], [2, 4], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8]]","{(3, 4): '2021-01-02 06:19:00', (2, 4): '2021-01-02 06:20:00', (1, 4): '2021-01-02 06:21:00', (1, 5): '2021-01-02 06:22:00', (1, 6): '2021-01-02 06:23:00', (1, 7): '2021-01-02 06:24:00', (1, 8): '2021-01-02 06:25:00'}"
4157,40,89,2021-01-02 10:55:00,22,55,2,"(0, 4)","(9, 8)",13,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [9, 5], [9, 6], [9, 7], [9, 8]]","{(0, 4): '2021-01-02 10:55:00', (1, 4): '2021-01-02 10:56:00', (2, 4): '2021-01-02 10:57:00', (3, 4): '2021-01-02 10:58:00', (4, 4): '2021-01-02 10:59:00', (5, 4): '2021-01-02 11:00:00', (6, 4): '2021-01-02 11:01:00', (7, 4): '2021-01-02 11:02:00', (8, 4): '2021-01-02 11:03:00', (9, 4): '2021-01-02 11:04:00', (9, 5): '2021-01-02 11:05:00', (9, 6): '2021-01-02 11:06:00', (9, 7): '2021-01-02 11:07:00', (9, 8): '2021-01-02 11:08:00'}"
4158,79,56,2021-01-01 19:21:00,7,21,0,"(9, 7)","(6, 5)",5,"[[9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [6, 5]]","{(9, 7): '2021-01-01 19:21:00', (8, 7): '2021-01-01 19:22:00', (7, 7): '2021-01-01 19:23:00', (6, 7): '2021-01-01 19:24:00', (6, 6): '2021-01-01 19:25:00', (6, 5): '2021-01-01 19:26:00'}"
4159,22,49,2021-01-01 16:08:00,4,8,6,"(2, 2)","(9, 4)",9,"[[2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [9, 3], [9, 4]]","{(2, 2): '2021-01-01 16:08:00', (3, 2): '2021-01-01 16:09:00', (4, 2): '2021-01-01 16:10:00', (5, 2): '2021-01-01 16:11:00', (6, 2): '2021-01-01 16:12:00', (7, 2): '2021-01-01 16:13:00', (8, 2): '2021-01-01 16:14:00', (9, 2): '2021-01-01 16:15:00', (9, 3): '2021-01-01 16:16:00', (9, 4): '2021-01-01 16:17:00'}"
4160,55,0,2021-01-02 05:45:00,17,45,2,"(5, 5)","(0, 0)",10,"[[5, 5], [4, 5], [3, 5], [2, 5], [1, 5], [0, 5], [0, 4], [0, 3], [0, 2], [0, 1], [0, 0]]","{(5, 5): '2021-01-02 05:45:00', (4, 5): '2021-01-02 05:46:00', (3, 5): '2021-01-02 05:47:00', (2, 5): '2021-01-02 05:48:00', (1, 5): '2021-01-02 05:49:00', (0, 5): '2021-01-02 05:50:00', (0, 4): '2021-01-02 05:51:00', (0, 3): '2021-01-02 05:52:00', (0, 2): '2021-01-02 05:53:00', (0, 1): '2021-01-02 05:54:00', (0, 0): '2021-01-02 05:55:00'}"
4161,48,98,2021-01-01 17:21:00,5,21,4,"(8, 4)","(8, 9)",5,"[[8, 4], [8, 5], [8, 6], [8, 7], [8, 8], [8, 9]]","{(8, 4): '2021-01-01 17:21:00', (8, 5): '2021-01-01 17:22:00', (8, 6): '2021-01-01 17:23:00', (8, 7): '2021-01-01 17:24:00', (8, 8): '2021-01-01 17:25:00', (8, 9): '2021-01-01 17:26:00'}"
4162,81,96,2021-01-02 08:20:00,20,20,4,"(1, 8)","(6, 9)",6,"[[1, 8], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [6, 9]]","{(1, 8): '2021-01-02 08:20:00', (2, 8): '2021-01-02 08:21:00', (3, 8): '2021-01-02 08:22:00', (4, 8): '2021-01-02 08:23:00', (5, 8): '2021-01-02 08:24:00', (6, 8): '2021-01-02 08:25:00', (6, 9): '2021-01-02 08:26:00'}"
4163,10,24,2021-01-02 04:33:00,16,33,3,"(0, 1)","(4, 2)",5,"[[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2]]","{(0, 1): '2021-01-02 04:33:00', (1, 1): '2021-01-02 04:34:00', (2, 1): '2021-01-02 04:35:00', (3, 1): '2021-01-02 04:36:00', (4, 1): '2021-01-02 04:37:00', (4, 2): '2021-01-02 04:38:00'}"
4164,83,2,2021-01-01 14:35:00,2,35,1,"(3, 8)","(2, 0)",9,"[[3, 8], [2, 8], [2, 7], [2, 6], [2, 5], [2, 4], [2, 3], [2, 2], [2, 1], [2, 0]]","{(3, 8): '2021-01-01 14:35:00', (2, 8): '2021-01-01 14:36:00', (2, 7): '2021-01-01 14:37:00', (2, 6): '2021-01-01 14:38:00', (2, 5): '2021-01-01 14:39:00', (2, 4): '2021-01-01 14:40:00', (2, 3): '2021-01-01 14:41:00', (2, 2): '2021-01-01 14:42:00', (2, 1): '2021-01-01 14:43:00', (2, 0): '2021-01-01 14:44:00'}"
4165,7,65,2021-01-02 00:42:00,12,42,5,"(7, 0)","(5, 6)",8,"[[7, 0], [6, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6]]","{(7, 0): '2021-01-02 00:42:00', (6, 0): '2021-01-02 00:43:00', (5, 0): '2021-01-02 00:44:00', (5, 1): '2021-01-02 00:45:00', (5, 2): '2021-01-02 00:46:00', (5, 3): '2021-01-02 00:47:00', (5, 4): '2021-01-02 00:48:00', (5, 5): '2021-01-02 00:49:00', (5, 6): '2021-01-02 00:50:00'}"
4166,50,43,2021-01-01 16:49:00,4,49,6,"(0, 5)","(3, 4)",4,"[[0, 5], [1, 5], [2, 5], [3, 5], [3, 4]]","{(0, 5): '2021-01-01 16:49:00', (1, 5): '2021-01-01 16:50:00', (2, 5): '2021-01-01 16:51:00', (3, 5): '2021-01-01 16:52:00', (3, 4): '2021-01-01 16:53:00'}"
4167,98,3,2021-01-02 07:08:00,19,8,6,"(8, 9)","(3, 0)",14,"[[8, 9], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4], [3, 3], [3, 2], [3, 1], [3, 0]]","{(8, 9): '2021-01-02 07:08:00', (7, 9): '2021-01-02 07:09:00', (6, 9): '2021-01-02 07:10:00', (5, 9): '2021-01-02 07:11:00', (4, 9): '2021-01-02 07:12:00', (3, 9): '2021-01-02 07:13:00', (3, 8): '2021-01-02 07:14:00', (3, 7): '2021-01-02 07:15:00', (3, 6): '2021-01-02 07:16:00', (3, 5): '2021-01-02 07:17:00', (3, 4): '2021-01-02 07:18:00', (3, 3): '2021-01-02 07:19:00', (3, 2): '2021-01-02 07:20:00', (3, 1): '2021-01-02 07:21:00', (3, 0): '2021-01-02 07:22:00'}"
4168,37,50,2021-01-02 01:21:00,13,21,1,"(7, 3)","(0, 5)",9,"[[7, 3], [6, 3], [5, 3], [4, 3], [3, 3], [2, 3], [1, 3], [0, 3], [0, 4], [0, 5]]","{(7, 3): '2021-01-02 01:21:00', (6, 3): '2021-01-02 01:22:00', (5, 3): '2021-01-02 01:23:00', (4, 3): '2021-01-02 01:24:00', (3, 3): '2021-01-02 01:25:00', (2, 3): '2021-01-02 01:26:00', (1, 3): '2021-01-02 01:27:00', (0, 3): '2021-01-02 01:28:00', (0, 4): '2021-01-02 01:29:00', (0, 5): '2021-01-02 01:30:00'}"
4169,4,40,2021-01-01 16:32:00,4,32,0,"(4, 0)","(0, 4)",8,"[[4, 0], [3, 0], [2, 0], [1, 0], [0, 0], [0, 1], [0, 2], [0, 3], [0, 4]]","{(4, 0): '2021-01-01 16:32:00', (3, 0): '2021-01-01 16:33:00', (2, 0): '2021-01-01 16:34:00', (1, 0): '2021-01-01 16:35:00', (0, 0): '2021-01-01 16:36:00', (0, 1): '2021-01-01 16:37:00', (0, 2): '2021-01-01 16:38:00', (0, 3): '2021-01-01 16:39:00', (0, 4): '2021-01-01 16:40:00'}"
4170,42,37,2021-01-02 11:42:00,23,42,4,"(2, 4)","(7, 3)",6,"[[2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [7, 3]]","{(2, 4): '2021-01-02 11:42:00', (3, 4): '2021-01-02 11:43:00', (4, 4): '2021-01-02 11:44:00', (5, 4): '2021-01-02 11:45:00', (6, 4): '2021-01-02 11:46:00', (7, 4): '2021-01-02 11:47:00', (7, 3): '2021-01-02 11:48:00'}"
4171,2,42,2021-01-02 01:54:00,13,54,0,"(2, 0)","(2, 4)",4,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4]]","{(2, 0): '2021-01-02 01:54:00', (2, 1): '2021-01-02 01:55:00', (2, 2): '2021-01-02 01:56:00', (2, 3): '2021-01-02 01:57:00', (2, 4): '2021-01-02 01:58:00'}"
4172,13,60,2021-01-01 19:05:00,7,5,2,"(3, 1)","(0, 6)",8,"[[3, 1], [2, 1], [1, 1], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6]]","{(3, 1): '2021-01-01 19:05:00', (2, 1): '2021-01-01 19:06:00', (1, 1): '2021-01-01 19:07:00', (0, 1): '2021-01-01 19:08:00', (0, 2): '2021-01-01 19:09:00', (0, 3): '2021-01-01 19:10:00', (0, 4): '2021-01-01 19:11:00', (0, 5): '2021-01-01 19:12:00', (0, 6): '2021-01-01 19:13:00'}"
4173,77,68,2021-01-02 04:58:00,16,58,4,"(7, 7)","(8, 6)",2,"[[7, 7], [8, 7], [8, 6]]","{(7, 7): '2021-01-02 04:58:00', (8, 7): '2021-01-02 04:59:00', (8, 6): '2021-01-02 05:00:00'}"
